Transparency Q2 - 01.07.11 to 30.09.11 as at 28.10.11,,,,,
Name,Payment category,Amount,Department,Document no.,Post code
LEX AUTOLEASE LTD,Fleet Management,"£5,041","Economy, Transport & Environment",4500526657,BL9 
LEX AUTOLEASE LTD,Fleet Management,"£2,973","Economy, Transport & Environment",4500526660,BL9 
LEX AUTOLEASE LTD,Fleet Management,£831,"Economy, Transport & Environment",4500531306,BL9 
LEX AUTOLEASE LTD,Fleet Management,"£2,661","Economy, Transport & Environment",4500536019,BL9 
LEX AUTOLEASE LTD,Fleet Management,"£2,661","Economy, Transport & Environment",4500536020,BL9 
LEX AUTOLEASE LTD,Fleet Management,"£3,407","Economy, Transport & Environment",4500537623,BL9 
LEX AUTOLEASE LTD,Fleet Management,"£2,162","Economy, Transport & Environment",4500538534,BL9 
THE LOCK SHOP WAREHOUSE LTD,School Meals,£658,Children's Services,4500525133,BN21
LOCKHOLT & CO LTD,Research & Information,£717,"Economy, Transport & Environment",4500529579,BN42
LOCKHOLT & CO LTD,Capital Strategy Team,£596,Children's Services,4500539088,BN42
LTT VENDING GROUP,Wealden GSSG,£842,Children's Services,4500539412,BN7 
BEXHILL TREE SURGEONS,Road Safety,£768,"Economy, Transport & Environment",4500526948,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,296","Economy, Transport & Environment",4500527253,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,848","Economy, Transport & Environment",4500527254,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,584","Economy, Transport & Environment",4500527255,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,920","Economy, Transport & Environment",4500527261,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,944","Economy, Transport & Environment",4500527262,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,488","Economy, Transport & Environment",4500527263,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,944","Economy, Transport & Environment",4500531363,TN33
BEXHILL TREE SURGEONS,Head Office,£504,"Economy, Transport & Environment",4500531366,TN33
BEXHILL TREE SURGEONS,Head Office,"£2,196","Economy, Transport & Environment",4500531368,TN33
BEXHILL TREE SURGEONS,Head Office,"£2,796","Economy, Transport & Environment",4500531373,TN33
BEXHILL TREE SURGEONS,Head Office,"£3,918","Economy, Transport & Environment",4500533484,TN33
BEXHILL TREE SURGEONS,Head Office,£600,"Economy, Transport & Environment",4500533487,TN33
BEXHILL TREE SURGEONS,Head Office,"£2,400","Economy, Transport & Environment",4500533555,TN33
BEXHILL TREE SURGEONS,Head Office,£816,"Economy, Transport & Environment",4500535041,TN33
BEXHILL TREE SURGEONS,Head Office,£648,"Economy, Transport & Environment",4500535042,TN33
BEXHILL TREE SURGEONS,Head Office,£600,"Economy, Transport & Environment",4500535314,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,046","Economy, Transport & Environment",4500535724,TN33
BEXHILL TREE SURGEONS,Head Office,"£2,040","Economy, Transport & Environment",4500538545,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,032","Economy, Transport & Environment",4500538546,TN33
BEXHILL TREE SURGEONS,Head Office,£720,"Economy, Transport & Environment",4500541220,TN33
BEXHILL TREE SURGEONS,Head Office,£984,"Economy, Transport & Environment",4500541229,TN33
BEXHILL TREE SURGEONS,Head Office,"£1,224","Economy, Transport & Environment",4500541233,TN33
BEXHILL TREE SURGEONS,Head Office,"£2,856","Economy, Transport & Environment",4500541572,TN33
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£2,538",Corporate Resources,4500526677,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£2,712",Corporate Resources,4500526902,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£3,341",Corporate Resources,4500526903,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,£703,Corporate Resources,4500526904,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,£621,Corporate Resources,4500527361,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£1,226",Corporate Resources,4500527372,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£4,288",Corporate Resources,4500527374,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£2,970",Corporate Resources,4500527376,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£2,381",Corporate Resources,4500527394,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£1,710",Corporate Resources,4500527736,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£6,764",Corporate Resources,4500528684,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£6,197",Corporate Resources,4500529943,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£8,271",Corporate Resources,4500530532,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£1,367",Corporate Resources,4500530533,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£2,112",Corporate Resources,4500530534,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£5,366",Corporate Resources,4500531097,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£3,362",Corporate Resources,4500531715,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£4,212",Corporate Resources,4500531718,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£1,140",Corporate Resources,4500532719,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£2,818",Corporate Resources,4500534437,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£1,583",Corporate Resources,4500535068,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£5,343",Corporate Resources,4500536904,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,"£4,099",Corporate Resources,4500538899,BN7 
MACKELLAR SCHWERDT PARTNERSHIP,Projects,£597,Corporate Resources,4500542225,BN7 
MAKATON CHARITY,Early Years Teaching Support Service,£775,Children's Services,4500526669,GU17
MAKATON CHARITY,Early Years Teaching Support Service,£502,Children's Services,4500535030,GU17
MAKATON CHARITY,Early Years Teaching Support Service,£580,Children's Services,4500538968,GU17
MARTELLO TAXIS,Education HTS Transport,"£1,498","Economy, Transport & Environment",7000778767,BN25
MARTELLO TAXIS,Education HTS Transport,£788,"Economy, Transport & Environment",7000778769,BN25
MARTELLO TAXIS,Education HTS Transport,£571,"Economy, Transport & Environment",7000778770,BN25
MARTELLO TAXIS,Education HTS Transport,£544,"Economy, Transport & Environment",7000778771,BN25
MARTELLO TAXIS,Education HTS Transport,"£1,327","Economy, Transport & Environment",7000785621,BN25
MARTELLO TAXIS,Education HTS Transport,£620,"Economy, Transport & Environment",7000785623,BN25
MARTELLO TAXIS,Education HTS Transport,"£1,425","Economy, Transport & Environment",7000785624,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£7,134","Economy, Transport & Environment",4500528162,BN25
MCL TRANSPORT CONSULTANTS LTD,Concessionary Fares Scheme,"£10,476","Economy, Transport & Environment",4500529102,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£3,648","Economy, Transport & Environment",4500529145,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£4,272","Economy, Transport & Environment",4500529148,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£19,066","Economy, Transport & Environment",4500531926,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£7,134","Economy, Transport & Environment",4500532339,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£29,518","Economy, Transport & Environment",4500536119,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£11,979","Economy, Transport & Environment",4500536127,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£7,134","Economy, Transport & Environment",4500538036,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£11,234","Economy, Transport & Environment",4500539231,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£1,320","Economy, Transport & Environment",4500539232,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£1,920","Economy, Transport & Environment",4500539233,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£15,912","Economy, Transport & Environment",4500539235,BN25
MCL TRANSPORT CONSULTANTS LTD,Passenger Services,"£20,167","Economy, Transport & Environment",4500542214,BN25
MEGGS COSTOYA ATTFIELD LTD,Organisational Development,"£1,636",Children's Services,4500526933,N22 
MAYO WYNNE BAXTER,Insurance,£918,Corporate Resources,3000272946,BN21
MAYO WYNNE BAXTER,Insurance,"£1,828",Corporate Resources,4500521410,BN21
MAYO WYNNE BAXTER,Insurance,£600,Corporate Resources,4500521446,BN21
MAYO WYNNE BAXTER,Insurance,"£1,558",Corporate Resources,4500521447,BN21
MAYO WYNNE BAXTER,Insurance,£828,Corporate Resources,4500521448,BN21
MAYO WYNNE BAXTER,Insurance,£918,Corporate Resources,4500521450,BN21
MAYO WYNNE BAXTER,Insurance,"£1,448",Corporate Resources,4500521464,BN21
MAYO WYNNE BAXTER,Insurance,"£1,957",Corporate Resources,4500523284,BN21
MAYO WYNNE BAXTER,Insurance,"£1,373",Corporate Resources,4500526837,BN21
MAYO WYNNE BAXTER,Insurance,"£6,151",Corporate Resources,4500526841,BN21
MAYO WYNNE BAXTER,Insurance,"£1,010",Corporate Resources,4500527459,BN21
MAYO WYNNE BAXTER,Insurance,"£2,794",Corporate Resources,4500527543,BN21
MAYO WYNNE BAXTER,Insurance,£777,Corporate Resources,4500528044,BN21
MAYO WYNNE BAXTER,Insurance,"£1,729",Corporate Resources,4500531947,BN21
MAYO WYNNE BAXTER,Insurance,£568,Corporate Resources,4500531948,BN21
MAYO WYNNE BAXTER,Insurance,"£2,467",Corporate Resources,4500531949,BN21
MAYO WYNNE BAXTER,Insurance,"£2,512",Corporate Resources,4500532559,BN21
MAYO WYNNE BAXTER,Insurance,"£1,098",Corporate Resources,4500535345,BN21
MAYO WYNNE BAXTER,Insurance,"£1,134",Corporate Resources,4500535348,BN21
MAYO WYNNE BAXTER,Insurance,£654,Corporate Resources,4500536343,BN21
MAYO WYNNE BAXTER,Insurance,"£1,224",Corporate Resources,4500538704,BN21
MAYO WYNNE BAXTER,Insurance,£540,Corporate Resources,4500538904,BN21
MICRO LIBRARIAN SYSTEMS,Libraries & Information Services,£588,Governance & Community Services,4500530278,SK6 
MID-SUSSEX TIMBER CO LTD,Projects,"£1,062",Corporate Resources,4500523910,RH18
MID-SUSSEX TIMBER CO LTD,Projects,"£6,842",Corporate Resources,4500529430,RH18
MINIBUS TRAVEL SERVICES,Education HTS Transport,"£2,646","Economy, Transport & Environment",7000778779,BN1 
MINIBUS TRAVEL SERVICES,Education HTS Transport,"£2,981","Economy, Transport & Environment",7000778780,BN1 
MINIBUS TRAVEL SERVICES,Education HTS Transport,"£4,076","Economy, Transport & Environment",7000781213,BN1 
MINIBUS TRAVEL SERVICES,Education HTS Transport,"£2,520","Economy, Transport & Environment",7000782567,BN1 
MINIBUS TRAVEL SERVICES,Education HTS Transport,"£2,650","Economy, Transport & Environment",7000782568,BN1 
MINIBUS TRAVEL SERVICES,Education HTS Transport,"£3,432","Economy, Transport & Environment",7000783479,BN1 
MONSON ENGINEERING LTD,Projects,"£1,200",Corporate Resources,4500531644,TN6 
MOTT MACDONALD CIVIL LTD,Projects,"£15,783",Corporate Resources,4500538929,CR9 
MR I WESTCOTT,Education HTS Transport,"£1,080","Economy, Transport & Environment",7000780193,TN21
MR I WESTCOTT,Education HTS Transport,£900,"Economy, Transport & Environment",7000782534,TN21
MUCKMASTERS LTD,Rights of Way/ Countryside Management,"£2,999","Economy, Transport & Environment",4500529911,BN8 
MUCKMASTERS LTD,Rights of Way/ Countryside Management,"£2,999","Economy, Transport & Environment",4500537175,BN8 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Delivery Services,"£10,000",Corporate Resources,4500527518,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Delivery Services,"£10,000",Corporate Resources,4500527519,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Eastbourne GSSG,"£1,000",Children's Services,4500528756,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,East Sussex Music Service,"£1,000",Children's Services,4500529389,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,"Hastings, Bexhill & Rother PCT",£500,Adult Social Care,4500531123,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,"Premises, Supplies & Services","£1,000",Children's Services,4500533963,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,"Premises, Supplies & Services","£1,023",Children's Services,4500534414,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Sussex Downs & Weald,£500,Adult Social Care,4500534863,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Eastbourne GSSG,"£2,000",Children's Services,4500535472,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,East Sussex Music Service,"£1,000",Children's Services,4500537824,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Libraries,£500,Children's Services,4500538232,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,East Sussex Music Service,"£1,000",Children's Services,4500539500,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Disability Services,"£2,000",Adult Social Care,4500540112,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Eastbourne GSSG,"£1,000",Children's Services,4500540125,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Early Years Teaching Support Service,£500,Children's Services,4500540757,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,"Premises, Supplies & Services","£1,275",Children's Services,4500541000,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Delivery Services,"£10,000",Corporate Resources,4500541476,RM1 
NEOPOST LTD RCB A/C (POSTAGE CREDIT,Delivery Services,"£10,000",Corporate Resources,4500541477,RM1 
NS SYSTEMS LTD,Waste Disposal,£864,"Economy, Transport & Environment",4500528072,RG30
NEWHAVEN PORT & PROPERTIES LTD,Highways,£680,"Economy, Transport & Environment",4500538039,BN9 
NEWHAVEN PORT & PROPERTIES LTD,Highways,£998,"Economy, Transport & Environment",4500540412,BN9 
NEWHAVEN PORT & PROPERTIES LTD,Highways,"£1,497","Economy, Transport & Environment",4500541102,BN9 
NEWHAVEN PORT & PROPERTIES LTD,Highways,"£1,179","Economy, Transport & Environment",4500541104,BN9 
NORMANS (BURTON ON TRENT) LTD,East Sussex Music Service,£509,Children's Services,4500529387,DE14
NPS PROPERTY CONSULTANTS LTD,Projects,"£2,237",Corporate Resources,4500528329,NR7 
N-VIRO,Contracts,"£11,962",Children's Services,4500525556,PO30
N-VIRO,Contracts,"£11,962",Children's Services,4500531050,PO30
N-VIRO,Contracts,"£11,962",Children's Services,4500535301,PO30
OLM SYSTEMS LTD,ICT Unit,"£10,800",Corporate Resources,4500526608,TW11
OLM SYSTEMS LTD,E Business,"£19,388",Children's Services,4500527733,TW11
OLM SYSTEMS LTD,E Business,"£4,847",Children's Services,4500527734,TW11
OLM SYSTEMS LTD,E Business,"£40,200",Children's Services,4500529821,TW11
OLM SYSTEMS LTD,E Business,"£194,940",Children's Services,4500531278,TW11
OLM SYSTEMS LTD,Projects,"£2,400",Corporate Resources,4500531410,TW11
VEOLIA ES SOUTH DOWNS LTD,Waste Disposal,"£1,870","Economy, Transport & Environment",4500526236,BN41
VEOLIA ES SOUTH DOWNS LTD,Waste Disposal,"£1,984","Economy, Transport & Environment",4500530811,BN41
VEOLIA ES SOUTH DOWNS LTD,Waste Disposal,"£1,915","Economy, Transport & Environment",4500536267,BN41
OPENING THE BOOK PROMOTIONS,Libraries,"£3,000",Governance & Community Services,4500526654,B18 
ORION SECURITY PRINT,Passenger Services,"£1,022","Economy, Transport & Environment",4500538068,DE7 
ARVAL CREDIT CARD LTD,Fleet Management,"£16,062","Economy, Transport & Environment",4500526356,SN5 
ARVAL CREDIT CARD LTD,Fleet Management,"£15,551","Economy, Transport & Environment",4500528652,SN5 
ARVAL CREDIT CARD LTD,Fleet Management,"£16,500","Economy, Transport & Environment",4500530977,SN5 
ARVAL CREDIT CARD LTD,Fleet Management,"£14,566","Economy, Transport & Environment",4500534511,SN5 
ARVAL CREDIT CARD LTD,Fleet Management,"£11,717","Economy, Transport & Environment",4500535827,SN5 
ARVAL CREDIT CARD LTD,Fleet Management,"£11,053","Economy, Transport & Environment",4500537933,SN5 
ARVAL CREDIT CARD LTD,Fleet Management,"£11,486","Economy, Transport & Environment",4500540122,SN5 
PARCHMENT TRUST LTD,Property Services,£535,Adult Social Care,4500533392,TN34
PARKHURST MINIBUSES,Education HTS Transport,"£1,440","Economy, Transport & Environment",7000777442,TN38
PARKHURST MINIBUSES,Education HTS Transport,"£1,280","Economy, Transport & Environment",7000783185,TN38
PAVILION PUBLISHING (BRIGHTON) LTD,Training,"£1,011",Adult Social Care,4500537160,BN2 
PEACEHAVEN SCHOOLS LIMITED,Private Finance Initiative,"£444,065",Children's Services,4500529725,G33 
PEACEHAVEN SCHOOLS LIMITED,Private Finance Initiative,"£52,544",Children's Services,4500530734,G33 
PEACEHAVEN SCHOOLS LIMITED,Projects,"£103,292",Corporate Resources,4500531234,G33 
PEACEHAVEN SCHOOLS LIMITED,Private Finance Initiative,£538,Children's Services,4500535793,G33 
PEACEHAVEN SCHOOLS LIMITED,Private Finance Initiative,"£444,065",Children's Services,4500535952,G33 
PEACEHAVEN SCHOOLS LIMITED,Private Finance Initiative,"£1,707",Children's Services,4500538964,G33 
PEACEHAVEN SCHOOLS LIMITED,Private Finance Initiative,£521,Children's Services,4500538967,G33 
PEACEHAVEN SCHOOLS LIMITED,Private Finance Initiative,"£444,065",Children's Services,4500539324,G33 
LASER(PERFORMANCE SAILCRAFT EUROPE,Joint Use,£869,Children's Services,4500538355,NN6 
PESTCALL,Education & Libraries,"£1,721",Corporate Resources,4500526790,BN20
PESTCALL,Education & Libraries,"£1,050",Corporate Resources,4500535115,BN20
PESTCALL,Adult Social Care,£748,Corporate Resources,4500535350,BN20
PETERS BOOKSELLING SERVICES,Libraries,£890,Governance & Community Services,7000775928,B5 6
PETERS BOOKSELLING SERVICES,Libraries,£895,Governance & Community Services,7000776880,B5 6
PETERS BOOKSELLING SERVICES,Libraries,£589,Governance & Community Services,7000783399,B5 6
PETERS BOOKSELLING SERVICES,Libraries,£653,Governance & Community Services,7000783424,B5 6
PETERS BOOKSELLING SERVICES,Libraries,£538,Governance & Community Services,7000789881,B5 6
PETERS BOOKSELLING SERVICES,Libraries,£625,Governance & Community Services,7000789886,B5 6
PETERS BOOKSELLING SERVICES,Libraries,£775,Governance & Community Services,7000789888,B5 6
PETERS BOOKSELLING SERVICES,Libraries,£936,Governance & Community Services,7000791069,B5 6
PHOENIX MINI COACHES LTD,Education HTS Transport,"£3,139","Economy, Transport & Environment",7000778597,TN34
PHOENIX MINI COACHES LTD,Education HTS Transport,"£2,202","Economy, Transport & Environment",7000778598,TN34
PHOENIX MINI COACHES LTD,Education HTS Transport,"£3,175","Economy, Transport & Environment",7000778599,TN34
PHOENIX MINI COACHES LTD,Education HTS Transport,"£3,175","Economy, Transport & Environment",7000778600,TN34
PHOENIX MINI COACHES LTD,Education HTS Transport,"£2,790","Economy, Transport & Environment",7000782560,TN34
PHOENIX MINI COACHES LTD,Education HTS Transport,"£1,957","Economy, Transport & Environment",7000782561,TN34
PHOENIX MINI COACHES LTD,Education HTS Transport,"£2,822","Economy, Transport & Environment",7000782562,TN34
PHOENIX MINI COACHES LTD,Education HTS Transport,"£2,822","Economy, Transport & Environment",7000782563,TN34
PHOENIX TAXIS,Rother GSSG,£624,Children's Services,4500527352,TN34
PHOENIX TAXIS,Rother GSSG,£502,Children's Services,4500534802,TN34
PHOENIX TAXIS,Primary Behaviour Support Service,£728,Children's Services,4500540319,TN34
PHOENIX TAXIS,Education HTS Transport,£925,"Economy, Transport & Environment",7000778588,TN34
PHOENIX TAXIS,Education HTS Transport,"£1,008","Economy, Transport & Environment",7000778590,TN34
PHOENIX TAXIS,Education HTS Transport,£650,"Economy, Transport & Environment",7000778591,TN34
PHOENIX TAXIS,Education HTS Transport,£896,"Economy, Transport & Environment",7000788490,TN34
PHS ALL CLEAR LTD,Eastbourne Downs PCT,"£3,698",Adult Social Care,4500530873,BN41
PHS ALL CLEAR LTD,Eastbourne Downs PCT,"£2,649",Adult Social Care,4500536100,BN41
